ID,Class,Co (ppm),Ni (ppm),Cu (ppm),Zn (ppm),As (ppm),Mo (ppm),Ag (ppm),Sb (ppm),Te (ppm),Au (ppm),Tl (ppm),Pb (ppm),d34S (‰),Deposit style,Period,Description,Reference
808,Cubic Grade,2.913082227,4.19137002,9.372918858,0.253405453,0.640588981,0.050764573,0.072375463,0.027854575,0.751905376,0.008611048,0.00777877,0.019718689,5.462531406,Magmatic,not defined,,Gilbert et al. 2014
809,Cubic Grade,3.531977691,2.800262203,10.51866405,0.231781541,0.712629809,0.021500844,0.068656224,0.017636686,1.815572864,0.005771774,0.002449551,0.030905413,5.489431288,Magmatic,not defined,,Gilbert et al. 2014
810,Cubic Grade,2.382744469,2.041832317,10.01407909,0.202654159,0.348709616,0.040356942,0.064077238,0.024699395,0.917658896,0.010862015,0.011144239,0.021712174,5.453169174,Magmatic,not defined,,Gilbert et al. 2014
811,Cubic Grade,4.665594431,5.08662297,10.85586639,0.49482746,0.433971225,0.0321129,0.065762914,0.016809388,1.571085817,0.00783057,0.003776453,0.017790855,5.30220477,Magmatic,not defined,,Gilbert et al. 2014
812,Cubic Grade,2.147000063,2.373570452,10.62609764,0.279178564,0.428150889,0.034720591,0.065366426,0.031546672,0.968993108,0.017433993,0.006641598,0.016522794,5.424919202,Magmatic,not defined,,Gilbert et al. 2014
813,Cubic Grade,3.837239837,3.384779629,7.93744526,0.419687817,0.674827352,0.025551519,0.032735386,0.023432217,0.438767527,0.012793519,0.012913194,0.016059263,5.274631802,Magmatic,not defined,,Gilbert et al. 2014
814,Cubic Grade,2.67851479,2.127043206,10.28799866,0.495106155,0.642825067,0.037569122,0.049504082,0.022314951,0.485993868,0.009975846,0.011481675,0.018608981,5.281457634,Magmatic,not defined,,Gilbert et al. 2014
815,Cubic Grade,3.991303454,3.155394685,10.39373112,0.275868362,0.871408676,0.038892348,0.039395749,0.02131858,0.936318613,0.009985968,0.007849203,0.020848197,5.310911146,Magmatic,not defined,,Gilbert et al. 2014
816,Cubic Grade,4.184286981,4.167706512,8.489755015,0.168414881,0.898561388,0.038771268,0.038178555,0.02272904,0.883712941,0.009019723,0.004043887,0.015268015,5.406471465,Magmatic,not defined,,Gilbert et al. 2014
817,Cubic Grade,3.153998758,3.214885352,5.957234711,0.257916038,1.052095852,0.033853054,0.031086216,0.025418073,1.142409503,0.008004408,0.003701978,0.019085941,5.158187682,Magmatic,not defined,,Gilbert et al. 2014
818,Cubic Grade,1.170587398,0.479294672,8.093453553,0.201665851,0.992273107,0.047946126,0.046109195,0.02415453,0.438825871,0.011318587,0.006118319,0.020865471,5.230661344,Magmatic,not defined,,Gilbert et al. 2014
819,Cubic Grade,7.582894814,9.56130634,4.605222937,0.712346037,32.00456938,0.021202315,0.031814122,0.623239328,0.883450953,0.020548723,0.02654313,0.034592477,5.120837861,Magmatic,not defined,,Gilbert et al. 2014
820,Cubic Grade,2.126549186,2.108027452,2.316158776,1.397641745,4.814864372,0.020348512,0.030418981,0.598578433,0.337647852,0.020012156,0.025251556,0.033119244,5.215768446,Magmatic,not defined,,Gilbert et al. 2014
821,Cubic Grade,2.652629155,4.368607624,6.01801865,0.730652221,28.4568017,0.021100473,0.029521361,0.629119783,0.364577277,0.028448637,0.022566421,0.066747832,5.414462757,Magmatic,not defined,,Gilbert et al. 2014
822,Cubic Grade,10.89805073,25.938268,6.050959983,1.773440112,5.258315307,0.022055673,0.071261898,0.658053146,0.38188228,0.030307647,0.023423527,0.034300545,5.211072248,Magmatic,not defined,,Gilbert et al. 2014
823,Cubic Grade,3.998489838,9.410439501,4.37192106,2.18171019,54.83278441,0.182995628,0.054874947,1.576252794,0.686912568,0.049488065,0.047028588,0.093466895,5.204964625,Magmatic,not defined,,Gilbert et al. 2014
824,Cubic Grade,1.19924139,0.163673151,7.580968801,1.504215088,9.279542231,0.126186369,0.037706973,1.088344714,0.474841657,0.146924159,0.032441817,0.064462735,5.274260881,Magmatic,not defined,,Gilbert et al. 2014
825,Cubic Grade,5.279280573,2.321404808,2.246034351,6.185600373,74.01586871,0.521468376,0.138150241,4.723719529,2.15769169,0.144656039,0.607024155,0.268179715,5.252488941,Magmatic,not defined,,Gilbert et al. 2014
826,Cubic Grade,27.02849472,12.73329313,7.605718343,4.391429405,25.13835196,0.37026193,0.097795903,3.358520397,1.53612159,0.102779928,0.096623123,0.190451624,5.281038311,Magmatic,not defined,,Gilbert et al. 2014
827,Cubic Grade,2.376896958,1.061692636,2.322201469,0.562842475,3.38803757,0.024490744,0.021542844,0.602656051,0.73499676,0.007430905,0.031055095,0.019786441,5.319640023,Magmatic,not defined,,Gilbert et al. 2014
828,Cubic Grade,1.043677331,0.753762671,6.078621655,0.66489771,4.045158404,0.028848534,0.025410495,0.710247698,0.364011898,0.008305911,0.032559014,0.023294309,5.426294133,Magmatic,not defined,,Gilbert et al. 2014
829,Cubic Grade,0.480568691,2.126422714,3.322272129,1.7867331,5.269192783,0.027900825,0.025223276,0.693526468,0.344822839,0.004082602,0.013134143,0.02229615,5.359219089,Magmatic,not defined,,Gilbert et al. 2014
830,Cubic Grade,3.544581871,5.418166886,1.877699152,0.532253231,4.181365354,0.021777048,0.019711772,0.541555515,0.268878329,0.003114021,0.010182513,0.057506916,5.136002536,Magmatic,not defined,,Gilbert et al. 2014
831,Cubic Grade,7.087280915,8.91831872,9.653291449,0.891911044,4.554156801,0.012628291,0.023750197,0.744775836,0.343609692,0.009639654,0.015166433,0.037925667,5.350324683,Magmatic,not defined,,Gilbert et al. 2014
832,Cubic Grade,5.362192736,1.696179575,15.64565891,0.961146064,12.73097257,0.013562546,0.025611516,0.801414471,0.369945505,0.010356611,0.016346237,0.040852011,5.465886388,Magmatic,not defined,,Gilbert et al. 2014
833,Cubic Grade,2.889098772,0.082956657,6.653470199,0.914935165,9.438121453,0.011543822,0.02498499,0.72569268,4.902164349,0.008917296,0.015644177,0.038308593,5.454952759,Magmatic,not defined,,Gilbert et al. 2014
834,Cubic Grade,3.178287478,0.0876909,8.755853452,0.967040651,4.691259397,0.012164443,0.026426619,0.765953738,2.622002251,0.009399487,0.016537658,0.040473035,5.269948168,Magmatic,not defined,,Gilbert et al. 2014
835,Cubic Grade,11.51710137,20.68867447,8.922054941,1.007337216,16.85392205,0.079408803,0.032536619,0.334921031,0.575930122,0.158930996,0.032215581,0.060391806,5.354818688,Magmatic,not defined,,Gilbert et al. 2014
836,Cubic Grade,26.49745362,55.62601079,10.91529435,1.135119629,19.05810885,0.688211731,0.03678986,0.377580343,2.922754264,0.06673466,0.036101897,0.067898386,5.29335079,Magmatic,not defined,,Gilbert et al. 2014
837,Cubic Grade,24.97983513,51.37967345,19.02356825,1.26062842,24.09204108,0.104328827,0.046409133,0.426173288,1.483484639,0.025555066,0.033630918,0.069889222,5.10055719,Magmatic,not defined,,Gilbert et al. 2014
838,Cubic Grade,2.625744751,17.84584878,6.07878421,0.687824134,13.19698693,0.656742995,0.025419958,0.232636653,0.455665062,0.013872158,0.018265987,0.038053803,5.451060558,Magmatic,not defined,,Gilbert et al. 2014
839,Cubic Grade,2.520824083,13.82309621,6.866058484,0.862094101,15.18757447,0.107533161,0.038990021,0.273306991,0.205345251,0.046968207,0.019310946,0.053082648,5.399170757,Magmatic,not defined,,Gilbert et al. 2014
840,Cubic Grade,3.787734709,6.177570064,7.444370899,1.252128583,22.02717784,0.155670122,0.056712821,0.396662895,0.297051633,0.027206237,0.028155439,0.076997634,5.237329977,Magmatic,not defined,,Gilbert et al. 2014
841,Cubic Grade,12.45894148,29.38267986,7.494013417,1.09581281,18.31877849,0.121644741,0.238648021,0.337971851,0.226779872,0.022599034,0.084636618,0.064313141,5.335925892,Magmatic,not defined,,Gilbert et al. 2014
842,Cubic Grade,14.41522592,24.6803632,5.132437463,1.319722132,22.02928838,0.146035148,0.063239884,0.406710441,1.422905387,0.072043341,0.034673473,0.077349412,5.474297593,Magmatic,not defined,,Gilbert et al. 2014
843,Cubic Grade,1.216811831,1.555323995,1.396168568,4.518507555,12.69752596,0.110210036,0.056583695,0.30194387,0.174963091,0.050709172,0.026761152,0.051508081,5.22496288,Magmatic,not defined,,Gilbert et al. 2014
844,Cubic Grade,1.780185638,0.605169214,2.476889877,0.698378342,8.590229777,0.074752947,0.038321725,0.204484198,0.924080496,0.016121416,0.017896241,0.034860795,5.101989911,Magmatic,not defined,,Gilbert et al. 2014
845,Cubic Grade,1.262029536,0.61953129,5.261594449,1.22705172,14.20749238,0.135355328,0.159551524,0.350302863,0.208872414,0.038946804,0.021362931,0.277000433,5.383258724,Magmatic,not defined,,Gilbert et al. 2014
846,Cubic Grade,5.051879389,4.828742449,11.8554883,1.043226011,12.0584722,0.115180042,0.055866501,0.297607367,0.17759399,0.089031813,0.017994695,0.174774258,5.105155847,Magmatic,not defined,,Gilbert et al. 2014
847,Cubic Grade,1.594321648,1.353117626,3.81223951,0.452321732,4.31785739,0.038479822,0.027246604,0.115666645,1.742323041,0.007702237,0.014285894,0.023607788,5.193089091,Magmatic,not defined,,Gilbert et al. 2014
848,Cubic Grade,9.513565908,5.372057734,9.343694232,1.138407094,10.88709157,0.096649997,0.068625812,0.291155311,0.115229857,0.019547455,0.035631466,0.059355943,5.201542146,Magmatic,not defined,,Gilbert et al. 2014
849,Cubic Grade,3.891207643,2.907913282,11.61852935,1.469103213,14.99962076,0.116543219,0.295057239,0.377734569,8.201413065,0.035536294,0.072750432,0.073996052,5.198175992,Magmatic,not defined,,Gilbert et al. 2014
850,Cubic Grade,2.372103133,2.511566615,6.382086906,1.074210794,10.98875369,0.085058838,0.066529462,0.276241768,0.358775062,0.026287968,0.025465433,0.054054124,5.302008952,Magmatic,not defined,,Gilbert et al. 2014
851,Cubic Grade,1.935113699,0.143994119,7.101090059,2.427736871,9.0377126,0.046123172,0.02744058,0.227306659,5.313063888,0.024430143,0.056841016,0.049099585,5.312943888,Magmatic,not defined,,Gilbert et al. 2014
852,Cubic Grade,3.545211992,2.342686324,3.436201027,1.023350973,9.885315396,0.050463785,0.029968757,0.248514351,6.625778955,0.026604642,0.025068437,0.053701935,5.248491067,Magmatic,not defined,,Gilbert et al. 2014
853,Cubic Grade,2.955832912,2.017664555,4.69721487,1.142960524,10.59835337,0.05461684,0.030661816,0.26274452,0.14690622,0.025054729,0.064634233,0.05749201,5.484192392,Magmatic,not defined,,Gilbert et al. 2014
854,Cubic Grade,3.130090508,0.153190664,0.575787844,0.965235544,8.939481948,0.046080847,0.025828205,0.22152986,0.124463462,0.021058552,0.021984342,0.112364733,5.239076018,Magmatic,not defined,,Gilbert et al. 2014
855,Cubic Grade,6.568463737,4.146010797,8.854855134,0.993017827,17.98744612,0.506776047,0.035632175,0.309358429,1.365500786,0.026597741,0.027395081,0.053065997,5.26899908,Magmatic,not defined,,Gilbert et al. 2014
856,Cubic Grade,3.474190563,0.839881154,9.205800004,1.005701966,7.912020659,0.069278475,0.035967712,0.31304377,3.772115155,0.088483821,0.02762785,0.117050501,5.316949573,Magmatic,not defined,,Gilbert et al. 2014
857,Cubic Grade,3.165871881,0.392079328,7.895944772,1.295419537,10.40576675,0.085515649,0.041539008,0.391646307,0.709437317,0.023279344,0.031028086,0.164775008,5.406930457,Magmatic,not defined,,Gilbert et al. 2014
858,Cubic Grade,6.804535661,4.404802217,14.76568003,1.167740803,9.38576745,0.076995911,0.037335213,0.352757309,0.179730572,0.02079595,0.027868509,0.060051368,5.163793683,Magmatic,not defined,,Gilbert et al. 2014
859,Cubic Grade,30.08818246,39.55514868,19.14552491,1.476500898,12.44398237,0.08632881,0.053683243,0.521468493,1.737760007,0.027827557,0.044703811,0.067862276,5.465540376,Magmatic,not defined,,Gilbert et al. 2014
860,Cubic Grade,5.60541672,14.50659257,7.639374796,1.440210918,12.16977532,0.084029933,0.052270081,0.508187884,0.493863571,0.027278021,0.043770775,0.066092431,5.318711692,Magmatic,not defined,,Gilbert et al. 2014
861,Cubic Grade,2.249224364,7.766455454,3.047986866,3.365665528,11.21493645,0.065584206,0.04121524,0.412602332,0.588896331,0.027623518,0.042271871,0.052546036,5.490891597,Magmatic,not defined,,Gilbert et al. 2014
862,Cubic Grade,2.550248615,5.539549111,6.442287429,1.427579386,13.3077656,0.077450524,0.048685664,0.487775512,0.136187328,0.032880505,0.05023598,0.062083975,5.43347119,Magmatic,not defined,,Gilbert et al. 2014
863,Cubic Grade,3.466365961,0.486265301,1.671833647,6.715534966,87.51935873,0.34264456,0.29414395,11.83968404,3.475061865,0.088998751,0.17020114,0.299008276,5.199648019,Magmatic,not defined,,Gilbert et al. 2014
864,Cubic Grade,9.368542118,1.392123915,1.484022464,5.965077874,77.65757039,0.305322913,0.261353739,10.48609754,3.077409593,0.078872139,0.151644795,0.265418174,5.251958712,Magmatic,not defined,,Gilbert et al. 2014
865,Cubic Grade,1.083519683,0.28657074,3.960014881,4.025057081,50.3421302,0.235208052,0.178489816,6.356763654,1.857930719,0.048858081,0.116217321,0.174583362,5.149742863,Magmatic,not defined,,Gilbert et al. 2014
866,Cubic Grade,3.181213647,2.13506918,5.82142757,4.652108323,58.12623653,0.27284108,0.206360263,7.327979408,2.141593011,0.056351134,0.134791513,0.201650923,5.331454923,Magmatic,not defined,,Gilbert et al. 2014
867,Cubic Grade,9.643075077,4.304820673,9.056847704,6.191400119,49.81612696,0.238020689,0.158372119,9.651878716,2.732087177,0.068610588,0.153720116,0.558697349,5.401360773,Magmatic,not defined,,Gilbert et al. 2014
868,Cubic Grade,5.403574088,0.394971187,1.259976783,18.53113185,47.84719602,0.247237395,0.150086781,9.341540208,7.765376488,0.062789283,0.135242283,0.236773749,5.349818968,Magmatic,not defined,,Gilbert et al. 2014
869,Cubic Grade,1.758779322,5.050005021,1.697121874,7.110195533,72.34374882,0.321216863,0.184944381,10.04342081,2.874160696,0.403736659,0.154676205,0.309306038,5.297668809,Magmatic,not defined,,Gilbert et al. 2014
870,Cubic Grade,3.155267324,1.761012614,1.775142117,7.438935936,75.5174628,0.336621517,0.193610073,10.50446029,3.009543055,0.152631232,0.163040014,0.323661733,5.385295695,Magmatic,not defined,,Gilbert et al. 2014
871,Cubic Grade,3.688179711,0.677763508,8.778420112,5.957478692,55.4566197,0.288612121,0.158826436,8.307408628,2.493061969,0.105909963,0.186549954,0.260978488,5.39723551,Magmatic,not defined,,Gilbert et al. 2014
872,Cubic Grade,5.29228533,15.1731164,3.654413035,5.847411559,54.31326881,0.28380744,0.155992027,8.151243644,2.449219159,0.249879605,0.185194318,0.256202961,5.295361134,Magmatic,not defined,,Gilbert et al. 2014
873,Cubic Grade,10.05611629,52.41285184,1.879916617,7.353668835,53.56390245,0.287335009,0.485794219,8.928846974,2.570482777,0.063134877,0.167120602,0.303069724,5.416648041,Magmatic,not defined,,Gilbert et al. 2014
874,Cubic Grade,4.703433894,47.06690877,2.350946284,9.216194988,67.26484836,0.358364871,0.235617133,11.19069335,3.217512986,0.078970296,0.207224337,0.37977444,5.334194066,Magmatic,not defined,,Gilbert et al. 2014
875,Cubic Grade,2.895672512,0.451531622,6.612202908,22.72791526,69.35245853,0.289480705,0.178461215,10.68873874,2.932925432,0.070194094,0.141563702,0.360307515,5.204362207,Magmatic,not defined,,Gilbert et al. 2014
876,Cubic Grade,4.222358277,4.201194976,2.100027008,8.917696087,70.49770669,0.292390898,0.17999726,10.84167488,2.971187368,0.071063798,0.142481324,0.365395952,5.133839012,Magmatic,not defined,,Gilbert et al. 2014
877,Cubic Grade,2.886374374,0.633685412,6.723300321,22.69679381,63.59553137,0.302100105,0.136629051,10.80489936,2.909517061,0.065779097,0.12600626,0.367394093,5.411487802,Magmatic,not defined,,Gilbert et al. 2014
878,Cubic Grade,4.203638185,4.212123246,2.278463875,9.056273107,64.31091175,0.306308684,0.138586102,10.95416028,2.953600694,0.066993392,0.127515969,0.372149321,5.13260992,Magmatic,not defined,,Gilbert et al. 2014
879,Cubic Grade,3.626907868,1.997932676,13.90313022,8.321328941,53.46375421,0.282145191,0.129704743,10.04276504,6.11204884,0.075471957,0.108906465,0.32967751,5.282522059,Magmatic,not defined,,Gilbert et al. 2014
880,Cubic Grade,1.135801957,2.725495205,6.519364416,19.85464617,36.35395362,0.192305501,0.605054649,6.844204121,1.952602097,0.051720603,0.074097847,0.224494157,5.232641928,Magmatic,not defined,,Gilbert et al. 2014
881,Cubic Grade,5.898587787,0.373680956,6.070757909,11.22853023,84.91496028,0.477846162,0.050054352,8.57966124,4.068733283,0.043151056,0.095732247,0.353580396,5.170705004,Magmatic,not defined,,Gilbert et al. 2014
882,Cubic Grade,5.27375763,13.99900257,17.14895926,9.516994081,173.1581523,0.405381089,0.042449514,7.27631901,3.448607913,0.036755504,0.081606177,0.299729016,5.14070841,Magmatic,not defined,,Gilbert et al. 2014
883,Cubic Grade,6.680278371,0.477966116,9.187175018,14.32604004,105.4830821,0.62463031,0.064852871,11.12350536,5.193545934,0.063226475,0.143563225,0.452854952,5.463940579,Magmatic,not defined,,Gilbert et al. 2014
884,Cubic Grade,0.669479079,0.385660477,1.438849376,11.5582446,85.01706139,0.504430197,0.052354666,8.980055544,9.335702831,0.139921584,0.116617445,0.365417581,5.332009259,Magmatic,not defined,,Gilbert et al. 2014
885,Cubic Grade,0.88851557,0.378224461,8.397763072,12.3218524,63.07522398,0.203348444,0.109109107,8.075559071,3.041196135,0.213991378,0.099731352,0.338834158,5.419079303,Magmatic,not defined,,Gilbert et al. 2014
886,Cubic Grade,1.439303336,0.348514067,6.997875432,11.35442604,171.9024872,0.187770319,0.100542281,7.439450915,2.806681901,0.077694443,0.091956707,1.012246497,5.220400295,Magmatic,not defined,,Gilbert et al. 2014
887,Cubic Grade,9.655902798,8.376721693,15.58849755,13.46844333,62.09408754,0.243484659,0.119245268,8.724435778,3.551825672,0.081057929,0.111866526,0.353251121,5.337736616,Magmatic,not defined,,Gilbert et al. 2014
888,Cubic Grade,5.108402586,0.428939426,3.894022399,13.99980005,64.38286779,0.253699823,0.12394929,9.065981187,8.401460626,0.083995071,0.116356548,0.366761208,5.28033408,Magmatic,not defined,,Gilbert et al. 2014
889,Cubic Grade,2.830416594,0.458782501,9.714425937,13.10114638,54.06405679,0.386951613,0.064261463,7.971693804,2.874857709,0.127399961,0.232431106,0.941716529,5.109254922,Magmatic,not defined,,Gilbert et al. 2014
890,Cubic Grade,0.495460531,0.54785844,4.342574514,15.64627556,64.53633469,0.463181934,0.836036203,9.519402323,7.857205992,0.074899166,0.098525428,0.410082482,5.484340878,Magmatic,not defined,,Gilbert et al. 2014
891,Cubic Grade,36.46488771,66.19162741,6.68826439,20.71815474,83.84815023,0.675919449,0.105919302,12.55539214,4.783112226,0.066103057,0.123935857,0.524976903,5.199700961,Magmatic,not defined,,Gilbert et al. 2014
892,Cubic Grade,21.51687878,49.72194425,10.29822191,17.12123104,69.25643421,0.56009155,0.087626552,10.37453324,3.958055749,0.054146595,0.102283005,0.433451668,5.419816434,Magmatic,not defined,,Gilbert et al. 2014
