ID,Class,Co (ppm),Ni (ppm),Cu (ppm),Zn (ppm),As (ppm),Mo (ppm),Ag (ppm),Sb (ppm),Te (ppm),Au (ppm),Tl (ppm),Pb (ppm),d34S (‰),Deposit style,Period,Description,Reference
470,Polymetallic Hydrothermal,18757.86157,24.5569964,1272.864796,184.5346765,169.210678,35.83192607,21.72550641,47.68624995,0.096500484,0.295863468,0.02031028,114.6518284,4.69,"Sulfide Chimneys, Black Smokers",Quaternary,"Py-II Euhedral, replaced and overgrown by massive chalcopyrite. Interioir wall",Meng et al. 2020
471,Polymetallic Hydrothermal,1687.87049,32.58691873,794.8873406,14.5767339,377.3007952,24.40407571,1.538080466,9.653882158,0,0.054018206,0.01160011,18.01273265,3.41,Hydrothermal,Quaternary,"Py-II Euhedral, replaced and overgrown by massive chalcopyrite. Interioir wall",Meng et al. 2020
472,Polymetallic Hydrothermal,670.8541305,19.78878758,657.9069925,4.087992463,592.5083627,16.94238147,0.227223423,12.25340809,0.030421411,0.019700097,0.001187263,1.439094749,4.69,Hydrothermal,Quaternary,"Py-II Euhedral, replaced and overgrown by massive chalcopyrite. Interioir wall",Meng et al. 2020
473,Polymetallic Hydrothermal,439.03273,15.25588012,430.9072041,0.970133763,508.7158485,19.91569005,0.048640925,10.90340615,0.062517864,0.030649592,0,0.423762475,3.76,Hydrothermal,Quaternary,"Py-II Euhedral, replaced and overgrown by massive chalcopyrite. Interioir wall",Meng et al. 2020
474,Polymetallic Hydrothermal,1316.757727,66.33556189,1794.237881,13.66001256,170.9560007,7.730469081,2.563807856,4.453157634,0.12114468,0.049529922,0,19.93126399,4.51,Hydrothermal,Quaternary,"Py-II Euhedral, replaced and overgrown by massive chalcopyrite. Interioir wall",Meng et al. 2020
475,Polymetallic Hydrothermal,865.3732237,19.61231559,1114.967005,19.91713426,242.8064819,9.741601369,1.41483076,6.290156889,0.123984272,0.040711473,0,10.80368452,4.6,Hydrothermal,Quaternary,"Py-II Euhedral, replaced and overgrown by massive chalcopyrite. Interioir wall",Meng et al. 2020
476,Polymetallic Hydrothermal,456.1347832,20.63828483,1752.726921,22.24960849,310.4701227,8.862946279,1.569886933,6.371833551,0.152242392,0.063497439,0.008869954,12.11413081,4.19,Hydrothermal,Quaternary,"Py-II Euhedral, replaced and overgrown by massive chalcopyrite. Interioir wall",Meng et al. 2020
477,Polymetallic Hydrothermal,1589.805741,42.154756,2844.747153,26.37011525,332.4769421,14.41615991,4.092746693,8.919313616,0.237833712,0.149990723,0,45.26294777,4.46,Hydrothermal,Quaternary,"Py-II Euhedral, replaced and overgrown by massive chalcopyrite. Interioir wall",Meng et al. 2020
478,Polymetallic Hydrothermal,377.5246317,23.24618393,1414.306478,6.397893476,267.4997437,6.964111339,2.387309977,2.255981947,0,0.053588083,0,19.41283702,2.77,Hydrothermal,Quaternary,"Py-II Euhedral, replaced and overgrown by massive chalcopyrite. Interioir wall",Meng et al. 2020
479,Polymetallic Hydrothermal,711.3168267,19.82425636,1133.389468,12.00068392,414.4474223,17.96083087,1.319657735,5.369806637,0.029139443,0.049628686,0.003739418,15.77042239,3.41,Hydrothermal,Quaternary,"Py-II Euhedral, replaced and overgrown by massive chalcopyrite. Interioir wall",Meng et al. 2020
480,Polymetallic Hydrothermal,5693.710088,6.761627714,2052.023939,0.925242803,641.1414097,42.07320154,4.976264865,113.9389062,0.120457658,0.346397734,0,21.7976714,4.04,"Sulfide Chimneys, Black Smokers",Quaternary,"Py-III Massive py, Innermost interioir wall",Meng et al. 2020
481,Polymetallic Hydrothermal,9467.532811,12.86914315,2030.312393,1.973942145,706.002175,53.17796289,11.49005292,144.4991034,0.123129632,0.559506289,0.013386488,67.01426252,4.19,"Sulfide Chimneys, Black Smokers",Quaternary,"Py-III Massive py, Innermost interioir wall",Meng et al. 2020
482,Polymetallic Hydrothermal,14794.18226,16.4060699,864.5651279,1.573824109,457.855264,31.25723099,6.907631557,124.4731729,0,0.267574733,0.01601507,40.13261272,2.91,"Sulfide Chimneys, Black Smokers",Quaternary,"Py-III Massive py, Innermost interioir wall",Meng et al. 2020
483,Polymetallic Hydrothermal,8127.212582,9.178625998,629.2916817,1.156492194,501.7814593,28.43575629,5.217052068,66.95277348,0,0.185200032,0,43.13244598,3.82,"Sulfide Chimneys, Black Smokers",Quaternary,"Py-III Massive py, Innermost interioir wall",Meng et al. 2020
484,Polymetallic Hydrothermal,15635.05745,20.80995586,859.1639978,2.809430629,304.7243139,21.64634688,13.61585948,79.82583703,0.048512658,0.364741776,0.015180319,85.19818964,2.56,"Sulfide Chimneys, Black Smokers",Quaternary,"Py-III Massive py, Innermost interioir wall",Meng et al. 2020
485,Polymetallic Hydrothermal,14577.82327,18.8362493,1645.796952,1.54202448,370.5928201,35.84177401,21.01510962,121.0996729,0.096437298,0.648238616,0.031184968,137.7768863,2.03,"Sulfide Chimneys, Black Smokers",Quaternary,"Py-III Massive py, Innermost interioir wall",Meng et al. 2020
486,Polymetallic Hydrothermal,19098.32651,28.91385067,1044.228992,1.264244797,268.6274756,25.57789994,14.62993711,81.53814184,0.160588427,0.428061054,0.019153692,102.7388331,3.42,"Sulfide Chimneys, Black Smokers",Quaternary,"Py-III Massive py, Innermost interioir wall",Meng et al. 2020
487,Polymetallic Hydrothermal,8995.57802,14.66560479,9454.218359,39.38841818,362.4600921,28.58908067,17.06485318,115.0094245,0.17817964,0.378097736,0.017301976,83.4007573,3.05,"Sulfide Chimneys, Black Smokers",Quaternary,"Py-III Massive py, Innermost interioir wall",Meng et al. 2020
488,Polymetallic Hydrothermal,16337.98551,22.26316514,3601.404793,8.808306041,410.3112436,33.22102459,13.90241975,140.7582964,0.029084127,0.408606293,0.005918591,91.26269204,4.04,"Sulfide Chimneys, Black Smokers",Quaternary,"Py-III Massive py, Innermost interioir wall",Meng et al. 2020
489,Polymetallic Hydrothermal,6628.040008,10.09106818,889.9002859,4.461854026,193.4665794,16.46079074,1.690522503,26.14971916,0.030980479,0.040237616,0.012954446,15.95002928,2.91,"Sulfide Chimneys, Black Smokers",Quaternary,"Py-III Massive py, Innermost interioir wall",Meng et al. 2020
490,Polymetallic Hydrothermal,16411.16186,21.50201899,1042.923575,41.76584155,303.0756984,27.72396543,9.308673655,68.53165534,0.053693563,0.279736633,0.011151106,68.96745672,3.82,"Sulfide Chimneys, Black Smokers",Quaternary,"Py-III Massive py, Innermost interioir wall",Meng et al. 2020
491,Polymetallic Hydrothermal,17034.48849,28.08011717,712.8938315,2.100922222,293.102886,27.78991183,8.601611684,66.53609061,0.053609372,0.15877208,0.00780848,33.72422461,2.56,"Sulfide Chimneys, Black Smokers",Quaternary,"Py-III Massive py, Innermost interioir wall",Meng et al. 2020
492,Polymetallic Hydrothermal,12624.09866,16.43724444,681.3210036,1.84553831,237.6968144,21.44785214,8.881185941,45.92562458,0,0.241392042,0.010572005,39.73767821,2.03,"Sulfide Chimneys, Black Smokers",Quaternary,"Py-III Massive py, Innermost interioir wall",Meng et al. 2020
493,Sedimentary,22.8193,77.5325,26.4696,126.104,264.571,14.3368,0.748785,2.27218,2.18425,0.143495,0.854534,30.9003,,Sedimentary framboids,Quaternary,S4-24-26_0,Figueroa et al. unpublished
494,Sedimentary,69.8527,117.099,196.774,459.187,168.921,44.7013,0.7986,8.73731,7.3502,0.42919,8.90112,266.487,,Sedimentary framboids,Quaternary,S4-24-26_0,Figueroa et al. unpublished
495,Sedimentary,66.2223,208.606,117.064,93.8888,1261.75,88.6418,8.8066,6.89035,4.80635,0.334735,5.50896,100.482,,Sedimentary framboids,Quaternary,S4-24-26_0,Figueroa et al. unpublished
496,Sedimentary,32.7743,127.692,41.1533,239.171,481.663,36.6757,0.61745,20.3437,5.1006,0.33865,3.43114,68.7613,,Sedimentary framboids,Quaternary,S4-24-26_0,Figueroa et al. unpublished
497,Sedimentary,82.4672,168.7,129.611,506.417,195.94,122.064,2.43934,15.7417,8.8768,3.23247,2.69212,298.985,,Sedimentary framboids,Quaternary,S4-24-26_0,Figueroa et al. unpublished
498,Sedimentary,39.3252,188.171,195.673,352.729,280.253,92.0632,4.19588,20.0307,7.85425,1.77672,4.48129,304.195,,Sedimentary framboids,Quaternary,S4-24-26_1,Figueroa et al. unpublished
499,Sedimentary,38.4366,40.8927,85.4061,88.4705,900.538,32.4739,0.48444,1.62455,4.4834,0.27999,1.0562,93.1383,,Sedimentary framboids,Quaternary,S4-24-26_1,Figueroa et al. unpublished
500,Sedimentary,85.7434,290.74,170.425,321.757,196.882,141.537,7.52155,14.3226,4.7689,0.32653,4.44642,159.899,,Sedimentary framboids,Quaternary,S4-24-26_1,Figueroa et al. unpublished
501,Sedimentary,86.2891,210.14,216.797,174.432,1090.58,135.726,6.97817,20.4756,7.93039,0.21582,8.1454,132.509,,Sedimentary framboids,Quaternary,S4-24-26_1,Figueroa et al. unpublished
502,Sedimentary,26.3344,183.68,151.339,398.025,199.518,103.969,9.61274,22.3728,10.53345,0.63585,4.38566,231.669,,Sedimentary framboids,Quaternary,S4-24-26_1,Figueroa et al. unpublished
503,Sedimentary,233.947,565.995,398.995,348.991,346.657,191.549,19.1714,19.5993,15.467,3.6341,9.7503,407.061,,Sedimentary framboids,Quaternary,S4-24-26_1,Figueroa et al. unpublished
504,Sedimentary,10.4382,85.2627,42.0342,432.08,124.588,90.751,3.23783,15.0938,2.7579,0.496981,1.26504,31.3998,,Sedimentary framboids,Quaternary,S4-24-26_2,Figueroa et al. unpublished
505,Sedimentary,7.70185,77.634,70.5649,204.417,226.197,66.0346,3.7172,15.3205,2.1036,0.12794,0.782491,54.3937,,Sedimentary framboids,Quaternary,S4-24-26_2,Figueroa et al. unpublished
506,Sedimentary,18.3064,133.601,111.273,330.981,497.839,205.383,1.84418,55.9489,8.1274,4.9779,1.57819,135.774,,Sedimentary framboids,Quaternary,S4-24-26_2,Figueroa et al. unpublished
507,Sedimentary,55.7537,209.409,220.137,165.123,445.356,193.811,12.2942,14.6361,3.42475,0.22761,7.35858,133.719,,Sedimentary framboids,Quaternary,S4-24-26_3,Figueroa et al. unpublished
508,Sedimentary,33.7563,120.758,243.967,614.94,97.7061,82.9834,3.39325,6.00145,7.73245,0.486635,3.14382,192.248,,Sedimentary framboids,Quaternary,S4-24-26_3,Figueroa et al. unpublished
509,Sedimentary,15.3119,61.5323,25.5151,93.1248,211.806,33.7783,1.49596,4.38105,1.40295,0.10137,0.487083,21.0107,,Sedimentary framboids,Quaternary,S4-24-26_3,Figueroa et al. unpublished
510,Sedimentary,18.6338,83.0213,24.4411,105.202,334.557,42.4829,1.12948,4.53576,1.16055,0.497644,0.464893,31.0705,,Sedimentary framboids,Quaternary,S4-24-26_3,Figueroa et al. unpublished
511,Sedimentary,11.3577,59.8799,77.715,259.952,52.2439,59.6268,3.94675,5.78303,4.83105,0.800513,0.99896,47.2919,,Sedimentary framboids,Quaternary,S4-24-26_3,Figueroa et al. unpublished
512,Sedimentary,88.6688,211.19,306.939,237.121,338.263,142.541,10.8415,17.0685,6.99435,0.51075,6.08858,109.959,,Sedimentary framboids,Quaternary,S4-24-26_3,Figueroa et al. unpublished
513,Sedimentary,7.00978,60.6647,81.4095,216.928,76.0805,73.1956,2.49815,11.4681,3.16775,0.477806,0.36503,54.355,,Sedimentary framboids,Quaternary,S4-24-26_3,Figueroa et al. unpublished
514,Sedimentary,230.463,531.959,602.402,151.72,493.68,143.895,18.2068,14.1694,8.63105,0.6341,6.09627,431.032,,Sedimentary framboids,Quaternary,S4-24-26_4,Figueroa et al. unpublished
515,Sedimentary,222.568,242.314,95.1823,151.34,384.491,198.286,2.66079,28.9821,6.84816,0.890821,21.8799,158.687,,Sedimentary framboids,Quaternary,S4-24-26_4,Figueroa et al. unpublished
516,Sedimentary,105.255,278.314,201.545,96.7855,516.136,61.153,6.90451,13.5459,9.94865,0.12902,4.60004,225.255,,Sedimentary framboids,Quaternary,S4-24-26_4,Figueroa et al. unpublished
517,Sedimentary,266.497,619.137,261.587,404.104,462.412,216.637,3.78046,116.157,4.8706,0.34082,5.10769,225.858,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
518,Sedimentary,412.573,499.541,199.494,348.838,735.787,219.674,5.05668,115.535,3.8798,0.54638,4.63156,185.748,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
519,Sedimentary,166.554,415.623,584.842,114.965,468.88,206.827,13.9878,203.142,5.16525,0.3325,3.89594,138.557,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
520,Sedimentary,509.124,349.12,273.353,202.094,382.241,150.083,1.6119,96.3927,14.1879,1.1067,0.518,621.388,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
521,Sedimentary,242.651,441.79,79.9102,38.5192,233.852,62.8533,0.698567,27.6892,2.2728,0.15246,0.982143,84.1084,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
522,Sedimentary,231.486,424.225,54.3787,31.3603,222.622,50.6457,0.91495,27.3256,1.32685,0.09855,1.00888,44.797,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
523,Sedimentary,777.785,415.698,411.631,169.739,974.68,74.9504,6.96774,52.1844,4.44715,0.32396,4.26892,240.669,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
524,Sedimentary,44.5853,203.949,628.831,207.327,151.313,124.309,13.2338,62.4235,4.96515,0.281425,1.15414,257.85,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
525,Sedimentary,156.471,205.869,533.019,175.455,49.1583,30.1633,7.83528,7.79662,12.94985,0.9174,8.60829,103.232,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
526,Sedimentary,28.6127,273.393,135.933,219.234,209.503,105.941,1.72695,63.9373,3.0681,0.21591,2.31753,118.795,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
527,Sedimentary,51.7363,502.425,418.075,230.6,187.251,415.435,10.011,68.6218,4.2191,0.47254,3.15901,339.004,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
528,Sedimentary,34.7364,224.241,275.676,232.815,200.015,145.22,3.22078,77.113,6.71425,0.493435,1.89796,130.816,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
529,Sedimentary,16.9409,33.3569,62.8201,120.047,5.68455,4.98508,0.7279,2.31285,7.4237,0.478995,0.173755,39.4469,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
530,Sedimentary,27.6693,145.21,146.939,124.645,41.3986,37.6337,0.69395,12.0043,7.33005,0.5171,1.54935,102.982,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
531,Sedimentary,150.655,279.559,437.977,421.849,194.781,205.596,4.09804,64.9556,7.93335,0.5875,3.81572,145.019,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
532,Sedimentary,21.3594,191.31,98.0673,113.67,21.0376,12.4714,0.81085,2.68155,8.51295,2.37379,4.87811,115.292,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
533,Sedimentary,61.0335,71.3671,50.2586,62.706,21.3338,8.38247,1.37659,1.6232,4.61405,0.385185,2.09938,38.3452,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
534,Sedimentary,1.32256,2.62748,2.43649,3.49315,1.69671,0.992995,0.180175,0.60967,2.00325,0.107335,0.0332935,1.92457,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
535,Sedimentary,23.952,15.8475,5.26417,7.03288,33.9321,4.0754,0.385106,2.09345,2.11375,0.13868,0.272023,3.40141,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
536,Sedimentary,9.25804,28.3925,37.2892,20.6411,15.8449,12.6243,1.2897,5.9212,6.1487,0.36574,0.552749,22.7216,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
537,Sedimentary,15.6088,38.2805,18.4704,26.0346,21.2931,6.74086,1.27168,4.2614,4.00655,0.244835,0.497173,30.4253,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
538,Sedimentary,4.49631,17.4938,13.505,11.3756,177.85,2.24985,1.17987,1.82243,4.963,0.32777,0.391367,13.2654,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
539,Sedimentary,2.58046,23.3812,12.2997,20.2763,10.1762,19.7102,0.728522,4.4952,4.13515,0.40986,0.511959,22.0127,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
540,Sedimentary,10.8772,38.7875,13.3989,11.0739,9.72332,7.32776,0.625173,2.2286,3.21175,0.216715,0.998294,16.338,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
541,Sedimentary,1.30113,6.31697,7.22578,21.162,4.3631,2.51664,0.394235,1.50435,4.59775,0.424663,0.240413,11.3861,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
542,Sedimentary,1.46251,6.52131,4.67406,6.19148,6.71517,2.54244,0.194771,1.45747,1.5206,0.12721,0.087936,3.19197,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
543,Sedimentary,1.7517,6.05885,4.25474,4.975,6.29296,2.63761,0.221892,1.26567,2.20115,0.13583,0.123721,3.98286,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
544,Sedimentary,3.40873,13.5924,18.0781,16.1078,12.7342,10.7182,1.03504,6.28302,5.02555,0.24995,0.359442,18.126,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
545,Sedimentary,6.27169,12.1581,19.0851,7.6222,8.96395,3.73444,0.545191,2.13166,3.06505,0.26546,0.343349,5.57883,,Sedimentary framboids,Quaternary,S3-10-12_0,Figueroa et al. unpublished
546,Sedimentary,49.5656,206.25,500.554,196.359,588.553,360.534,9.89703,17.0539,4.03985,0.261725,1.76032,292.45,,Sedimentary framboids,Quaternary,S4-28-30_0,Figueroa et al. unpublished
547,Sedimentary,70.1169,319.111,502.92,313.785,599.623,357.907,13.3245,38.0734,3.67045,0.680004,2.26352,237.715,,Sedimentary framboids,Quaternary,S4-28-30_0,Figueroa et al. unpublished
548,Sedimentary,197.412,1050.55,664.215,62.8142,1405.91,26.0533,15.5966,15.6586,4.46854,0.150755,19.0314,176.744,,Sedimentary framboids,Quaternary,S4-28-30_0,Figueroa et al. unpublished
549,Sedimentary,26.7288,60.3532,8.81961,87.3973,222.426,10.0825,0.16515,0.5491,1.6313,0.12262,0.104655,14.0778,,Sedimentary framboids,Quaternary,S4-28-30_0,Figueroa et al. unpublished
550,Sedimentary,218.33,466.302,364.77,198.328,3130.51,63.0558,9.88178,13.0685,5.67505,0.381615,1.94684,512.548,,Sedimentary framboids,Quaternary,S4-28-30_0,Figueroa et al. unpublished
551,Sedimentary,64.9366,315.07,36.2324,138.548,406.804,40.82,0.6103,18.9673,10.0782,0.371545,1.54698,56.9327,,Sedimentary framboids,Quaternary,S4-28-30_1,Figueroa et al. unpublished
552,Sedimentary,211.011,282.371,302.309,86.4928,337.236,148.062,8.85302,7.62436,2.4047,0.160485,2.83109,131.129,,Sedimentary framboids,Quaternary,S4-28-30_1,Figueroa et al. unpublished
553,Sedimentary,68.5699,172.135,131.723,159.882,200.734,93.9611,2.53327,6.42147,4.0552,0.32308,4.16655,61.3715,,Sedimentary framboids,Quaternary,S4-28-30_1,Figueroa et al. unpublished
554,Sedimentary,177.642,1148.72,264.355,277.356,259.58,67.7388,5.12875,17.9913,4.21715,0.734094,3.15176,219.623,,Sedimentary framboids,Quaternary,S4-28-30_1,Figueroa et al. unpublished
555,Sedimentary,368.183,709.84,370.12,155.798,898.933,75.4218,7.36862,11.5829,15.6648,0.19387,6.11299,379.126,,Sedimentary framboids,Quaternary,S4-28-30_1,Figueroa et al. unpublished
556,Sedimentary,28.292,202.948,27.4864,190.615,397.043,104.773,0.24684,25.1302,5.41676,0.154815,4.73439,28.9889,,Sedimentary framboids,Quaternary,S4-28-30_1,Figueroa et al. unpublished
557,Sedimentary,151.287,404.166,355.171,37.0627,1341.5,12.7299,6.09772,17.0135,4.6603,0.30625,2.11233,964.724,,Sedimentary framboids,Quaternary,S4-28-30_2,Figueroa et al. unpublished
558,Sedimentary,315.562,411.85,245.163,196.658,320.723,107.233,6.83687,20.3089,25.5956,,28.9839,220.998,,Sedimentary framboids,Quaternary,S3BC_18-20,Figueroa et al. unpublished
559,Sedimentary,273.715,207.829,150.211,122.036,1160.42,34.1513,4.71603,16.759,20.72485,,4.92616,162.126,,Sedimentary framboids,Quaternary,S3BC_18-20,Figueroa et al. unpublished
560,Sedimentary,94.9536,254.149,52.1487,112.663,274.214,77.4672,4.57787,22.2653,12.2183,,4.22103,40.8518,,Sedimentary framboids,Quaternary,S3BC_18-20,Figueroa et al. unpublished
561,Sedimentary,26.4572,30.5087,35.4799,47.24585,272.764,12.5251,1.6001,4.19445,23.5835,,2.03662,32.0914,,Sedimentary framboids,Quaternary,S3BC_18-20,Figueroa et al. unpublished
562,Sedimentary,39.4398,99.6898,38.2421,144.029,767.759,15.1306,1.2495,19.3613,14.58025,,5.34037,48.7445,,Sedimentary framboids,Quaternary,S4BC_18-20,Figueroa et al. unpublished
563,Sedimentary,40.545,457.212,319.835,349.697,93.5803,11.952,21.1802,4.87495,23.93205,,10.8367,233.366,,Sedimentary framboids,Quaternary,S4BC_18-20,Figueroa et al. unpublished
564,Sedimentary,72.3497,128.449,80.8182,237.477,257.069,201.782,1.66775,24.8896,19.84575,,50.1774,111.886,,Sedimentary framboids,Quaternary,S4BC_18-20,Figueroa et al. unpublished
565,Sedimentary,29.6241,118.206,39.6054,167.775,531.833,18.6645,2.65086,3.9878,21.1702,,3.48112,28.5165,,Sedimentary framboids,Quaternary,S4BC_18-20,Figueroa et al. unpublished
566,Sedimentary,49.8423,386.263,70.5069,413.818,862.518,114.812,1.6575,23.9373,22.31065,,3.85549,51.1382,,Sedimentary framboids,Quaternary,S4BC_18-20,Figueroa et al. unpublished
567,Sedimentary,17.8536,59.3108,57.0441,159.175,199.681,16.1273,1.6647,4.4549,23.95215,,2.34256,94.9154,,Sedimentary framboids,Quaternary,S4BC_18-20,Figueroa et al. unpublished
568,Sedimentary,13.0397,63.3966,33.4375,164.313,276.089,50.6133,1.216,2.86135,17.554,,2.94292,48.8474,,Sedimentary framboids,Quaternary,S4BC_18-20,Figueroa et al. unpublished
569,Sedimentary,24.8487,148.113,82.7011,278.588,859.994,121.214,2.7223,28.5693,30.52065,,,83.2323,,Sedimentary framboids,Quaternary,S4BC_14-16,Figueroa et al. unpublished
570,Sedimentary,39.5775,67.6259,45.4145,22.9984,275.109,29.098,2.06582,3.13593,7.56675,,,43.5939,,Sedimentary framboids,Quaternary,S4BC_14-16,Figueroa et al. unpublished
571,Sedimentary,12.3311,285.957,332.962,73.31235,382.508,25.1822,25.1262,5.04645,28.1433,,,150.923,,Sedimentary framboids,Quaternary,S4BC_14-16,Figueroa et al. unpublished
572,Sedimentary,64.2859,119.575,267.616,88.8455,109.45505,15.7494,2.71365,6.32485,25.936,,,48.2354,,Sedimentary framboids,Quaternary,S4BC_14-16,Figueroa et al. unpublished
573,Sedimentary,93.6023,432.923,299.954,18.0688,185.515,6.79388,8.29332,21.2463,4.601,,,487.471,,Sedimentary framboids,Quaternary,S4BC_14-16,Figueroa et al. unpublished
574,Sedimentary,181.559,605.627,536.558,137.249,1359.74,48.4849,4.99307,16.8297,15.02705,,,104.323,,Sedimentary framboids,Quaternary,S4BC_14-16,Figueroa et al. unpublished
575,Sedimentary,52.9713,195.207,85.036,151.123,453.837,139.999,3.92375,9.91244,9.9391,,,75.4241,,Sedimentary framboids,Quaternary,S4BC_14-16,Figueroa et al. unpublished
576,Sedimentary,101.018,346.876,96.2088,90.7785,726.229,150.747,5.44119,17.3779,9.6061,,,101.713,,Sedimentary framboids,Quaternary,S4BC_14-16,Figueroa et al. unpublished
577,Sedimentary,192.365,68.7402,275.151,71.7152,40.8245,28.8428,0.370485,2.07579,5.3934,,,130.381,,Sedimentary framboids,Quaternary,S3BC_26-28,Figueroa et al. unpublished
578,Sedimentary,88.3155,375.289,251.133,157.361,69.95625,32.2281,18.1209,4.2664,17.45365,,,101.797,,Sedimentary framboids,Quaternary,S3BC_26-28,Figueroa et al. unpublished
579,Sedimentary,22.7361,24.3678,24.3042,25.81825,128.267,12.2948,0.71215,2.15425,9.8737,,,27.5492,,Sedimentary framboids,Quaternary,S3BC_26-28,Figueroa et al. unpublished
580,Sedimentary,343.004,321.511,238.727,118.831,225.984,102.786,6.70709,29.7349,13.7259,,,55.7982,,Sedimentary framboids,Quaternary,S3BC_26-28,Figueroa et al. unpublished
581,Sedimentary,183.294,596.039,1818.43,499.325,183.16,21.017,81.771,32.495,,,46.869,4.173,,Sedimentary framboids,Quaternary,S3BC_34-36,Figueroa et al. unpublished
582,Sedimentary,300.808,578.976,616.807,354.917,452.12,90.963,88.451,11.256,,,46.2,12.583,,Sedimentary framboids,Quaternary,S3BC_34-36,Figueroa et al. unpublished
583,Sedimentary,802.148,176.092,166.674,51.389,82.053,113.044,26.502,8.469,,,12.98,4.806,,Sedimentary framboids,Quaternary,S3BC_34-36,Figueroa et al. unpublished
584,Sedimentary,774.628,1413.59,956.067,215.207,3044.69,62.284,56.023,19.245,,,48.621,14.379,,Sedimentary framboids,Quaternary,S3BC_34-36,Figueroa et al. unpublished
585,Sedimentary,34.682,35.942,88.78,532.976,583.775,7.878,103.095,1.088,,,3.289,1.536,,Sedimentary framboids,Quaternary,S3BC_30-32,Figueroa et al. unpublished
586,Sedimentary,113.163,702.369,309.328,43.167,71.897,31.795,22.605,15.317,,,9.59,14.077,,Sedimentary framboids,Quaternary,S3BC_30-32,Figueroa et al. unpublished
587,Sedimentary,79.494,163.577,134.081,130.909,368.891,3.343,77.868,1.321,,,14.222,1.584,,Sedimentary framboids,Quaternary,S3BC_30-32,Figueroa et al. unpublished
588,Sedimentary,244.988,417.012,995.19,203.496,2090.13,34.345,36.966,9.846,,,35.206,25.611,,Sedimentary framboids,Quaternary,S3BC_30-32,Figueroa et al. unpublished
589,Sedimentary,10.4225,405.789,292.853,114.099,339.37,11.0727,18.7305,3.4516,,,2.3108,112.581,,Sedimentary framboids,Quaternary,S4_2-4_2.c,Figueroa et al. unpublished
590,Sedimentary,1.3195,35.1207,135.102,187.83,1959.76,30.9638,0.8079,29.0651,,,1.71842,101.225,,Sedimentary framboids,Quaternary,S4_2-4_5.c,Figueroa et al. unpublished
591,Sedimentary,21.037,89.7763,15.2423,330.685,292.525,7.18234,1.03775,3.2264,,,4.77831,32.2568,,Sedimentary framboids,Quaternary,S4_2-4_7.c,Figueroa et al. unpublished
592,Sedimentary,12.8834,65.1724,23.5374,426.809,148.057,199.948,0.39865,5.72601,,,2.81819,18.3851,,Sedimentary framboids,Quaternary,S4_2-4_9.c,Figueroa et al. unpublished
593,Sedimentary,26.4168,50.0047,95.7467,252.474,33.90975,11.0583,1.01875,6.36162,,,2.67541,35.0288,,Sedimentary framboids,Quaternary,S4_2-4_14.,Figueroa et al. unpublished
594,Sedimentary,88.8821,291.161,704.093,609.715,67.0525,4.18405,6.03575,6.05095,,,4.74518,55.9948,,Sedimentary framboids,Quaternary,S4_2-4_15.,Figueroa et al. unpublished
595,Sedimentary,133.393,160.206,234.955,182.332,106.991,15.9222,5.80601,51.6599,,,1.18215,163.419,,Sedimentary framboids,Quaternary,S4_2-4_17.,Figueroa et al. unpublished
